0.9299999999999999  0.9179494875548021 0.07798789652637866 0.003328202113430564 0.00011781033005673509 4.217553264854022e-6
0.94  0.9255907587924366 0.07097342713420393 0.0027300523015665813 9.009538556520915e-5 3.111543889642598e-6
0.95  0.9322826996119592 0.06477734950330397 0.0022549874736758607 6.992440485278285e-5 2.3483557451856537e-6
0.96  0.9381707259479027 0.05928499912033785 0.0018746301297704224 5.5037615164666184e-5 1.8102677570542458e-6
0.97  0.9433740841302516 0.05439990501677144 0.0015678041487540181 4.3905967882064786e-5 1.4231898952400494e-6
0.98  0.9479912007289015 0.05004069260224558 0.0013185517362339716 3.547920686288965e-5 1.1394725179705947e-6
0.99  0.9521038201553177 0.046138513751928185 0.0011147361141157458 2.9025746670257816e-5 9.278439067914805e-7
1.0  0.955780228847779 0.042634927529008666 0.0009470461306881949 2.4029228453526282e-5 7.673876073344327e-7
1.01  0.9590777859219052 0.03948015754498045 0.0008082797740147423 2.0120663497285838e-5 6.438617682575888e-7
1.02  0.9620449232930472 0.03663166009655409 0.0006928233211529523 1.7033279754839707e-5 5.47405320037496e-7
1.03  0.9647227370171068 0.034052946888431516 0.0005962691370155455 1.4572068962557951e-5 4.7108189800898274e-7
1.04  0.967146261450297 0.03171261553535699 0.0005151327069045596 1.2592986797658651e-5 4.0993938355955024e-7
1.05  0.969345495642542 0.02958354939729273 0.000446641360641471 1.0988575715997005e-5 3.6039245141187534e-7
1.06  0.9713462349346442 0.027642255425567978 0.0003885752546120583 9.6779145747177e-6 3.198108630898074e-7
1.07  0.9731707484536846 0.025868314616513982 0.00033914677094865634 8.599517516108807e-6 2.8624090014071577e-7
1.08  0.9748383339745753 0.024243924512044247 0.0002969083882277116 7.706265605929657e-6 2.582142612535548e-7
1.0899999999999999  0.9763657746336345 0.022753517114314264 0.0002606818162996672 6.9617540573844146e-6 2.3461556275086367e-7
1.1  0.9777677166622519 0.02138343875199732 0.0002295031260803203 6.337638641126501e-6 2.1458604120857258e-7
1.1099999999999999  0.9790569832344279 0.0201216809765598 0.00020258000866726187 5.811680169905079e-6 1.9746400110395247e-7
1.12  0.9802448363759662 0.01895765363625833 0.00017925826454259376 5.366311289076967e-6 1.8272813042063708e-7
1.13  0.9813411964501932 0.0178819928941103 0.00015899540131647776 4.987556312349841e-6 1.6996796887341558e-7
1.1400000000000001  0.9823548268294072 0.016886398308612154 0.00014133970503560334 4.6642250258626105e-6 1.5885664159078187e-7
1.15  0.9832934898724645 0.015963494149525918 0.0001259135695312544 4.387301357132023e-6 1.4913173992398332e-7
1.1600000000000001  0.984164079152412 0.015106710989923604 0.00011240015053099768 4.149477577724745e-6 1.405807543802349e-7
1.17  0.9849727319466522 0.014310184314124806 0.00010053263054471475 3.944797167132776e-6 1.330295577114084e-7
1.1800000000000002  0.9857249252602021 0.013568667449564415 9.008554385850469e-5 3.768379915863849e-6 1.2633200803894557e-7
1.19  0.9864255580588334 0.01287745659606747 8.086773265105042e-5 3.6162123047078302e-6 1.2035497127848984e-7
1.2000000000000002  0.987079021906643 0.012232326136487484 7.271657795614955e-5 3.4850140569302622e-6 1.1491384714302822e-7
1.21  0.9876892495221459 0.01162948535141333 6.548493016612492e-5 3.380939290454791e-6 9.50114363565833e-8
1.22  0.9882598292033792 0.011065464118070505 5.908034040223292e-5 3.274034446283093e-6 1.0683159449193251e-7
1.23  0.9887939264892939 0.01053720426536222 5.337417557300164e-5 3.1906469666449786e-6 1.0293448764994845e-7
1.24  0.9892944479138766 0.010041886859549876 4.8288077716073454e-5 3.1194105921803956e-6 9.959048398439083e-8
1.25  0.9897640133188925 0.009576969053087244 4.3746448461607365e-5 3.058996676794746e-6 9.666600820865009e-8
1.26  0.9902049984548129 0.009140141597363 3.9683953614227195e-5 3.0082398549218368e-6 9.411567261368153e-8
1.27  0.9906195613537401 0.008729304076541301 3.604396722085813e-5 2.966141406695077e-6 9.191465517027682e-8
1.28  0.9910096654722097 0.008342543073403841 3.2777292997073755e-5 2.9318457848351487e-6 9.004926349356557e-8
1.29  0.9913771000433658 0.00797811291213577 2.984109254634672e-5 2.9046180344678338e-6 8.851502555432394e-8
1.3  0.9917234980135649 0.007634418643114501 2.719798246270044e-5 2.883824148155093e-6 8.731692036788305e-8
1.31  0.9920503518833471 0.00731000097985374 2.4815271263833985e-5 2.8689140149262144e-6 8.647088610801666e-8
1.32  0.992359027725993 0.007003522938798262 2.266431271569664e-5 2.8594062275183015e-6 8.600671231754186e-8
1.33  0.9926507776179417 0.0067137579671502886 2.0719956410442254e-5 2.8548738434441867e-6 8.597293051331577e-8
1.3399999999999999  0.9929267506821793 0.006439579373177685 1.8960079892495565e-5 2.8549299211853367e-6 8.644496141503038e-8
1.35  0.99318800291784 0.006179950897949166 1.7365189442085802e-5 2.8592110634246075e-6 8.753895753263683e-8
1.3599999999999999  0.9934355059656288 0.00593391828754495 1.59180789727862e-5 2.8673559207227415e-6 8.943623454592908e-8
1.37  0.9936701549383369 0.00570060174025533 1.4603538579062029e-5 2.87897276137858e-6 9.24287266704958e-8
1.38  0.9938927754277059 0.0054791891121911355 1.3408106349320619e-5 2.8935834743410583e-6 9.70095545890752e-8
1.3900000000000001  0.9941041297796482 0.005268929760790191 1.2319859803794578e-5 2.9105139500072865e-6 1.0407019199704783e-7
1.4  0.9943049226956822 0.005069128866406921 1.1328248742076138e-5 2.9286500328176545e-6 1.1538304957749067e-7
1.4100000000000001  0.9944958060933544 0.004879141907282772 1.0423987292549722e-5 2.9458044402092746e-6 1.3499027663587196e-7
1.42  0.9946773823942031 0.004698368211827642 9.599089487354749e-6 2.9566898541168836e-6 1.7428859390105106e-7
1.4300000000000002  0.9948501977935382 0.004526237711509432 8.847548875268444e-6 2.9438047058532355e-6 2.8004057100306294e-7
1.44  0.9950145041675111 0.004362117472028614 8.172967279953037e-6 2.7918188120254527e-6 9.373504223950248e-7
1.4500000000000002  0.9951679181852923 0.004206955548327114 7.444447241909674e-6 3.994452728892869e-6 2.191199421088832e-6
1.46  0.9953208501675225 0.004057383765684238 6.914202523024505e-6 3.403238091398127e-6 3.2268421331343136e-8
1.47  0.9954637186704046 0.00391512739836135 6.3881040273157326e-6 3.3757403349658472e-6 7.452651163477564e-11
1.48  0.9955999719292703 0.003779355958853658 5.901535631693749e-6 3.4011852447536395e-6 3.378733157012511e-9
1.49  0.9957300713442545 0.003649678118845618 5.4533976150903425e-6 3.4453516369279665e-6 8.715127933312017e-9
1.5  0.9958543743937628 0.0035257505726369307 5.040850873660752e-6 3.4999996868920014e-6 1.3211008068924804e-8
1.51  0.9959732033669692 0.0034072570518426477 4.660962302036936e-6 3.5622270270662247e-6 1.6749186900704895e-8
1.52  0.9960868564110104 0.003293903216543556 4.310969132921503e-6 3.6308205277099873e-6 1.9530368759946312e-8
1.53  0.9961956113217229 0.0031854141700372643 3.988329762579965e-6 3.705250429520408e-6 2.174717019756573e-8
1.54  0.9962997276828399 0.003081532719532526 3.6907243948488522e-6 3.7853151570214954e-6 2.3545856267713023e-8
1.55  0.9963994484459374 0.002982017952685327 3.4160416991151086e-6 3.870994203930607e-6 2.503280526798061e-8
1.56  0.9964950012465668 0.002886643996579899 3.162361792458111e-6 3.962380212279624e-6 2.6285334796991512e-8
1.57  0.99658659955844 0.0027951989063251365 2.927938940344287e-6 4.059645296023359e-6 2.7360335428558966e-8
1.58  0.9966744437290821 0.002707483657217565 2.7111851614680927e-6 4.163023742734665e-6 2.8300364099844656e-8
1.59  0.996758721919491 0.0026233112248628273 2.5106551262879438e-6 4.272803252724239e-6 2.913782527361129e-8
1.6  0.9968396109617518 0.002542505742415812 2.325032428351414e-6 4.3893210023382145e-6 2.9897840520815945e-8
1.61  0.9969172771444534 0.002464901726573454 2.1531171839237783e-6 4.5129626697800985e-6 3.060023907832302e-8
1.62  0.9969918769335724 0.0023903433654545777 1.9938148666479203e-6 4.644163454316879e-6 3.1260959233881865e-8
1.6300000000000001  0.9970635576351087 0.0023186838625037726 1.8461262687064403e-6 4.7834105793382696e-6 3.189305131788254e-8
1.6400000000000001  0.9971324580048352 0.0022497848313068106 1.7091384797628252e-6 4.931247021390756e-6 3.250740810991366e-8
1.6500000000000001  0.9971987088098304 0.0021835157367847847 1.5820167800471608e-6 5.088276355175504e-6 3.3113306488413853e-8
1.66  0.9972624333458798 0.0021197533787239153 1.4639973525948295e-6 5.25516869868449e-6 3.3718817368028e-8
1.67  0.9973237479143828 0.0020583814140142267 1.3543807281398522e-6 5.432667808149855e-6 3.4331124368657245e-8
1.68  0.997382762261987 0.001999289914317783 1.252525885193395e-6 5.621599419724193e-6 3.4956785452807324e-8
1.69  0.9974395799858249 0.0019423749561931802 1.1578449346860405e-6 5.822880942520371e-6 3.560199859777686e-8
1.7  0.9974942989072396 0.00188753824076599 1.0697983134045938e-6 6.037532076377504e-6 3.627341766195241e-8
1.71  0.9975470114037698 0.0018346867461747772 9.878907790223217e-7 6.266701979647454e-6 3.6966541206081493e-8
1.72  0.9975978047702451 0.001783732381803693 9.116663895446118e-7 6.511635177907326e-6 3.770770531847498e-8
1.73  0.9976467614320113 0.0017345917129572 8.407067668141079e-7 6.773768464962492e-6 3.848755239064599e-8
1.74  0.9976939592754103 0.0016871856542919625 7.746264677934865e-7 7.0546881255716596e-6 3.9315119917596675e-8
1.75  0.9977394718619802 0.0016414392155952022 7.130706712624472e-7 7.356179631489854e-6 4.019687020882257e-8
1.76  0.9977833686510325 0.001597281255323241 6.557125018678955e-7 7.680253556255837e-6 4.1139518862294147e-8
1.77  0.9978257151961992 0.0015546442519936527 6.022506712440098e-7 8.02917981603843e-6 4.215028942750513e-8
1.78  0.9978665733197668 0.0015134640910830775 5.524073467967669e-7 8.405528422474385e-6 4.3237068313661376e-8
1.79  0.9979060012647218 0.0014736798662250419 5.059262248110312e-7 8.812218017514416e-6 4.440855803768719e-8
1.8  0.9979440538238726 0.001435233693633831 4.625707897958393e-7 9.252573902708956e-6 4.56744471855198e-8
1.81  0.9979807824448513 0.001398070538777256 4.2212274448722756e-7 9.730397735383718e-6 4.70456061821539e-8
1.82  0.9980162353091528 0.0013621380544004615 3.8438059766753364e-7 1.0250051645943991e-5 4.853431720393814e-8
1.83  0.9980504573825185 0.0013273864290806884 3.4915839918441596e-7 1.0816560287264202e-5 5.015454777571289e-8
1.84  0.9980834904329042 0.0012937682455588483 3.1628461425095737e-7 1.1435735321508515e-5 5.1922279845690585e-8
1.85  0.9981153730108975 0.0012612383481585222 2.856011318291369e-7 1.2114328166535126e-5 5.385590909501249e-8
1.86  0.9981461403856098 0.0012297537186572488 2.569624049741682e-7 1.2860218580561637e-5 5.5976734537143826e-8
1.87  0.9981758244266461 0.00119927336003539 2.302347248359557e-7 1.3682649038516945e-5 5.830956150551987e-8
1.8800000000000001  0.9982044534194765 0.0011697581875692476 2.052956346003713e-7 1.4592518066456728e-5 6.088345372190283e-8
1.8900000000000001  0.9982320517970074 0.001141170926790251 1.8203349580974192e-7 1.5602750134608513e-5 6.373267613272753e-8
1.9000000000000001  0.9982586397639978 0.0011134760178716878 1.6034722752855603e-7 1.672876584449553e-5 6.689788864860909e-8
1.91  0.9982842327822052 0.0010866395260528837 1.401462500348835e-7 1.7989084768004888e-5 7.042767076347607e-8
1.92  0.9983088408718465 0.0010606290577515696 1.213506805454769e-7 1.9406105540145698e-5 7.438048740022569e-8
1.93  0.9983324676671935 0.001035413682061579 1.0389185109815e-7 2.1007125429256165e-5 7.88272495039795e-8
1.94  0.9983551091382762 0.0010109638573858552 8.771325213412394e-8 2.282568732298685e-5 8.385468582995101e-8
1.95  0.9983767518523133 0.000987251363000379 7.277205513356582e-8 2.4903380162923035e-5 8.956983536879412e-8
1.96  0.9983973705908598 0.0009642492354212338 5.904144348825286e-8 2.7292276224594903e-5 9.610610965868661e-8
1.97  0.9984169250502182 0.000941931709515658 4.651409855404309e-8 3.0058276565198642e-5 1.0363158802167274e-7
1.98  0.9984353552145723 0.0009202741644107048 3.520737408287668e-8 3.328577337236283e-5 1.1236054224893763e-7
1.99  0.9984525747707692 0.0008992530743852338 2.5170993706346772e-8 3.708425730580825e-5 1.225697184573035e-7
2.0  0.9984684615733769 0.0008788459651329675 1.6498605245763755e-8 4.159785640264068e-5 1.346217701720138e-7
2.01  0.9984828435642709 0.0008590313760593393 9.345374137814223e-9 4.701939433724054e-5 1.4899968658504565e-7
2.02  0.9984954775077446 0.0008397888296929363 3.955282660487095e-9 5.361159371792293e-5 1.6635855766605893e-7
2.0300000000000002  0.9985060160417175 0.0008210988099077696 7.044839756716196e-10 6.173990079826046e-5 1.876054622493767e-7
2.04  0.998513955104516 0.0008029427515947741 1.7208706131559037e-10 7.192483097545152e-5 2.1402646815774717e-7
2.05  0.9985185471608137 0.000785303045828303 3.2595700738077103e-9 8.49283349379559e-5 2.4749551765957365e-7
2.06  0.9985186522249501 0.0007681630666571694 1.1400148745608023e-8 0.00010190203803139336 2.9083183508932847e-7
2.0700000000000003  0.998512469958671 0.0007515072284013907 2.694304553730139e-8 0.0001246537682615072 3.484405080124741e-7
2.08  0.9984970304906229 0.0007353210847845152 5.3898558178955844e-8 0.00015615404834494966 4.275259595642342e-7
2.09  0.9984671592857867 0.0007195914776482108 9.948270243207713e-8 0.0002015656081361267 5.405506662395799e-7
2.1  0.9984131889966574 0.0007043067066538003 1.7759821250488789e-7 0.00027051873390311685 7.10651887308182e-7
