1 -25.0 -25.0
2 -24.0 -24.0
3 -23.0 -23.0
4 -22.0 -22.0
5 -21.0 -21.0
6 -20.0 -20.0
7 -19.0 -19.0
8 -18.0 -18.0
9 -17.0 -17.0
10 -16.0 -16.0
11 -15.0 -15.0
12 -14.0 -14.0
13 -13.0 -13.0
14 -12.0 -12.0
15 -11.0 -11.0
16 -10.0 -10.0
17 -9.0 -9.0
18 -8.0 -8.0
19 -7.0 -7.0
20 -6.0 -6.0
21 -5.0 -5.0
22 -4.0 -4.0
23 -3.0 -3.0
24 -2.0 -2.0
25 -1.0 -1.0
26 0.0 0.0
27 1.0 1.0
28 2.0 2.0
29 3.0 3.0
30 4.0 4.0
31 5.0 5.0
32 6.0 6.0
33 7.0 7.0
34 8.0 8.0
35 9.0 9.0
36 10.0 10.0
37 11.0 11.0
38 12.0 12.0
39 13.0 13.0
40 14.0 14.0
41 15.0 15.0
42 16.0 16.0
43 17.0 17.0
44 18.0 18.0
45 19.0 19.0
46 20.0 20.0
47 21.0 21.0
48 22.0 22.0
49 23.0 23.0
50 24.0 24.0
51 25.0 25.0
52 25.0 25.0
53 26.0 26.0
54 26.0 26.0
55 27.0 27.0
56 27.0 27.0
57 28.0 28.0
58 28.0 28.0
59 29.0 29.0
60 29.0 29.0
61 30.0 30.0
62 30.0 30.0
63 31.0 31.0
64 31.0 31.0
65 32.0 32.0
66 32.0 32.0
67 33.0 33.0
68 33.0 33.0
69 34.0 34.0
70 34.0 34.0
71 35.0 35.0
72 35.0 35.0
73 36.0 36.0
74 36.0 36.0
75 37.0 37.0
76 37.0 37.0
77 38.0 38.0
78 38.0 38.0
79 39.0 39.0
80 39.0 39.0
81 40.0 40.0
82 40.0 40.0
83 41.0 41.0
84 41.0 41.0
85 42.0 42.0
86 42.0 42.0
87 43.0 43.0
88 43.0 43.0
89 44.0 44.0
90 44.0 44.0
91 45.0 45.0
92 45.0 45.0
93 46.0 46.0
94 46.0 46.0
95 47.0 47.0
96 47.0 47.0
97 48.0 48.0
98 48.0 48.0
99 49.0 49.0
100 49.0 49.0
101 50.0 50.0
102 50.0 50.0
103 51.0 51.0
104 51.0 51.0
105 52.0 52.0
106 52.0 52.0
107 53.0 53.0
108 53.0 53.0
109 54.0 54.0
110 54.0 54.0
111 55.0 55.0
112 55.0 55.0
113 56.0 56.0
114 56.0 56.0
115 57.0 57.0
116 57.0 57.0
117 58.0 58.0
118 58.0 58.0
119 59.0 59.0
120 59.0 59.0
121 60.0 60.0
122 60.0 60.0
123 61.0 61.0
124 61.0 61.0
125 62.0 62.0
126 62.0 62.0
127 63.0 63.0
128 63.0 63.0
129 64.0 64.0
130 64.0 64.0
131 65.0 65.0
132 65.0 65.0
133 66.0 66.0
134 66.0 66.0
135 67.0 67.0
136 67.0 67.0
137 68.0 68.0
138 68.0 68.0
139 69.0 69.0
140 69.0 69.0
141 70.0 70.0
142 70.0 70.0
143 71.0 71.0
144 71.0 71.0
145 72.0 72.0
146 72.0 72.0
147 73.0 73.0
148 73.0 73.0
149 74.0 74.0
150 74.0 74.0
151 75.0 75.0
152 75.0 75.0
153 76.0 76.0
154 77.0 77.0
155 78.0 78.0
156 79.0 79.0
157 80.0 80.0
158 81.0 81.0
159 82.0 82.0
160 83.0 83.0
161 84.0 84.0
162 85.0 85.0
163 86.0 86.0
164 87.0 87.0
165 88.0 88.0
166 89.0 89.0
167 90.0 90.0
168 91.0 91.0
169 92.0 92.0
170 93.0 93.0
171 94.0 94.0
172 95.0 95.0
173 96.0 96.0
174 97.0 97.0
175 98.0 98.0
176 99.0 99.0
177 100.0 100.0
178 101.0 101.0
179 102.0 102.0
180 103.0 103.0
181 104.0 104.0
182 105.0 105.0
183 106.0 106.0
184 107.0 107.0
185 108.0 108.0
186 109.0 109.0
187 110.0 110.0
188 111.0 111.0
189 112.0 112.0
190 113.0 113.0
191 114.0 114.0
192 115.0 115.0
193 116.0 116.0
194 117.0 117.0
195 118.0 118.0
196 119.0 119.0
197 120.0 120.0
198 121.0 121.0
199 122.0 122.0
200 123.0 123.0
201 124.0 124.0
202 125.0 125.0
