-2.23606797749979 1.2362804532028826e-7 1.9059499584473524e-7 1.2111734234267092e-7 -2.529055724620463e-8 -5.766489673599447e-8 2.5066998782868413e-8 5.893912917433951e-8 1.031709040120588e-8 -2.2897172523935715e-8 -1.0075729212191084e-8 4.034210969515727e-9 2.1292909366935186e-9 -1.1786378401868345e-9 -4.553675398242961e-11 1.834850019184341e-9 2.6962729222733686e-9 2.4559769549081596e-9 1.253863649677867e-9 -1.1828735936707972e-10 -7.887711190295256e-10 -6.171474603360475e-10 -1.2982581117980135e-10 1.4347751367996344e-10 1.2443538752230034e-10 3.3140140710196935e-11 7.753530184902015e-12 2.4534816815480372e-11 5.898435963083697e-11 9.672061447410937e-11 1.0980710419258169e-11 -3.4714665118031234e-10 -8.168653355743674e-10 -7.933718335925742e-10 2.87329315472822e-10 2.1654918983448814e-9 3.721323774482251e-9 4.055954727023279e-9 3.232894171130111e-9 1.8020351138227687e-9 1.546053441815433e-9 4.099791137102337e-9 2.422028018578897e-9 -1.0243934012254965e-8 -1.2836941436619214e-8 1.4571911756788078e-8 3.660360223925801e-8 1.9426187319365426e-8 -3.482858860014853e-9 1.0565916188636045e-9 3.901797107935932e-8 1.2362804528900402e-7
-2.23383190952229 1.3416745406122907e-7 2.0493840913732348e-7 1.2948873156061588e-7 -2.6522238453169142e-8 -5.963527715324253e-8 2.8524494223050082e-8 6.271335904445162e-8 9.780767511627678e-9 -2.4876576902924485e-8 -1.0363344603971336e-8 4.5943941719425154e-9 2.233928307286096e-9 -1.356908670619097e-9 -1.359502597872798e-10 1.823908871485418e-9 2.713034498905309e-9 2.4858319337804276e-9 1.2702745858049752e-9 -1.2454471560223927e-10 -7.985223840476246e-10 -6.099816333928825e-10 -1.0623408784933373e-10 1.6740101788215418e-10 1.378341801376308e-10 3.910819456955792e-11 1.3258363864742764e-11 3.1540119272677704e-11 6.891425540394126e-11 1.1440543294673332e-10 3.65430581964523e-11 -3.2670366264148283e-10 -8.191768597797876e-10 -8.17588065255769e-10 2.6964701768213043e-10 2.1811819283844094e-9 3.7562848716985965e-9 4.068208213004645e-9 3.196190918888331e-9 1.6857730136377625e-9 1.4089658023613273e-9 4.260155140816948e-9 2.7462401651102156e-9 -1.0913704864486146e-8 -1.4413557974199149e-8 1.4692434002364391e-8 3.92746888375123e-8 2.1890515791926984e-8 -2.6754482545766987e-9 2.0045285441371447e-9 4.321262641302711e-8 1.3416745402869172e-7
-2.2315958415447903 1.4556375570786462e-7 2.2031994185925135e-7 1.3844124517835465e-7 -2.7738233079907892e-8 -6.155719144487084e-8 3.2297982603336754e-8 6.666055254884459e-8 9.115091726550337e-9 -2.6981543955527958e-8 -1.0620366334821655e-8 5.20970268149413e-9 2.3404676013740975e-9 -1.5465558766869534e-9 -2.273694379175545e-10 1.8137106013343305e-9 2.7294261636419683e-9 2.5162484844049553e-9 1.2879601272449184e-9 -1.293907260234876e-10 -8.067238029806112e-10 -6.011795077644654e-10 -8.132922649168797e-11 1.9185927686128583e-10 1.510407379082959e-10 4.468986853777571e-11 1.8538903732684625e-11 3.836193221861822e-11 7.862941810948254e-11 1.3225619533518635e-10 6.31850778745954e-11 -3.042817111658318e-10 -8.193427927639139e-10 -8.402346945411139e-10 2.5303757366350396e-10 2.197852201318639e-9 3.791410351429057e-9 4.0787225393393845e-9 3.156545930979623e-9 1.5625206276683247e-9 1.2584914579316867e-9 4.428672028619435e-9 3.1157199479281815e-9 -1.1595518964999353e-8 -1.6122441071599664e-8 1.4738676905955485e-8 4.2094442478402754e-8 2.458904402825423e-8 -1.7125018190963071e-9 3.1153421568055867e-9 4.782369346966225e-8 1.4556375567422245e-7
-2.2293597735672903 1.578831294760155e-7 2.3681189392736513e-7 1.4801623659281462e-7 -2.8926507121777775e-8 -6.341466699196265e-8 3.640882952206986e-8 7.078273292240077e-8 8.306957416267315e-9 -2.9216565573027903e-8 -1.0841021248543496e-8 5.8835013874254285e-9 2.447873191200501e-9 -1.7482928682091208e-9 -3.194349099866535e-10 1.8044515567526196e-9 2.7454174445412087e-9 2.5472283698491455e-9 1.306961080910618e-9 -1.327771702858541e-10 -8.133487676305037e-10 -5.907636740043204e-10 -5.5185944807345956e-11 2.1674553044157744e-10 1.6394746147579348e-10 4.9801946556129763e-11 2.353461579566738e-11 4.4933936078002735e-11 8.803516386887917e-11 1.5015891215609373e-10 9.080996179472105e-11 -2.7991845801825523e-10 -8.173276165538786e-10 -8.612288930448959e-10 2.375997903273083e-10 2.2156067796528597e-9 3.826779379594415e-9 4.087535033388146e-9 3.1141268228879776e-9 1.4323665829372135e-9 1.0937531836968153e-9 4.605250784543011e-9 3.534758000957131e-9 -1.2286083748313438e-8 -1.7971202745137876e-8 1.4700007948076434e-8 4.506693990000255e-8 2.753914627152715e-8 -5.76173901825795e-10 4.4089511207760085e-9 5.288945256394046e-8 1.5788312944142172e-7
-2.227123705589791 1.7119659573502081e-7 2.544914269481504e-7 1.582580991505868e-7 -3.0073320527714255e-8 -6.5190048325009e-8 4.087938207788938e-8 7.508135846905721e-8 7.342440414847367e-9 -3.1585951361358704e-8 -1.1019005899791959e-8 6.619204309770811e-9 2.554926640083342e-9 -1.962870214482934e-9 -4.117484057533824e-10 1.7963334106145954e-9 2.760968389317382e-9 2.578767549201478e-9 1.3273127101848289e-9 -1.3466190282545287e-10 -8.183780196417433e-10 -5.787659627539435e-10 -2.7888318106071352e-11 2.419460346238484e-10 1.7644320596278743e-10 5.4360462205759564e-11 2.8185435542224856e-11 5.118960225194318e-11 9.703423355345176e-11 1.6799336843082186e-10 1.193108483711087e-10 -2.536632528472481e-10 -8.131058021392984e-10 -8.80494710475328e-10 2.2342796648093273e-10 2.234547603413103e-9 3.862471305331377e-9 4.094684233646852e-9 3.069121364649325e-9 1.2954385261118389e-9 9.138182765688993e-10 4.789685974119901e-9 4.007888093023282e-9 -1.2981584308185395e-8 -1.9967604544681314e-8 1.4564893507629476e-8 4.8195950479408566e-8 3.075914231158008e-8 7.529477825197972e-10 5.9072709854881864e-9 5.8451443246221014e-8 1.7119659569963265e-7
-2.2248876376122904 1.8558035049895815e-7 2.7344088132865097e-7 1.6921449268496143e-7 -3.116305939443932e-8 -6.686387672800589e-8 4.5732982568019306e-8 7.955725983694675e-8 6.206780911892258e-9 -3.409378104904388e-8 -1.114745876202632e-8 7.4202582696625415e-9 2.6602107210637503e-9 -2.191074449055579e-9 -5.038697993707595e-10 1.7895623314169234e-9 2.7760287209376622e-9 2.6108559288759357e-9 1.3490443961248008e-9 -1.3500917098564994e-10 -8.217998588118717e-10 -5.652275065145072e-10 4.704106226084471e-13 2.673405420448552e-10 1.8841394619080802e-10 5.828139129500076e-11 3.243242125773137e-11 5.70628399636441e-11 1.0552745504676496e-10 1.8563368787163485e-10 1.4857107518531665e-10 -2.2557728525325485e-10 -8.066622563757598e-10 -8.979636716449796e-10 2.1061119136443673e-10 2.2547737741035145e-9 3.8985650513373014e-9 4.100209011565557e-9 3.021737562570292e-9 1.1519067093391466e-9 7.176964727166087e-10 4.981640638528872e-9 4.539886743547111e-9 -1.3677639174751891e-8 -2.211952839907895e-8 1.4320854097621291e-8 5.148488159392564e-8 3.4268324475860314e-8 2.295952016133981e-9 7.634385147446803e-9 6.455472038395743e-8 1.8558035046293598e-7
-2.222651569634791 2.0111612161727624e-7 2.937481134485587e-7 1.809365864106885e-7 -3.2178055296538797e-8 -6.841476385386715e-8 5.099397994403418e-8 8.421057450669338e-8 4.884369283498748e-9 -3.674385277596125e-8 -1.1218932645966004e-8 8.29012431925886e-9 2.7620928823662746e-9 -2.4337262927571843e-9 -5.95313966910702e-10 1.7843480447078562e-9 2.7905369974362857e-9 2.6434771662906104e-9 1.3721793331381498e-9 -1.3378989349353519e-10 -8.236102988886434e-10 -5.501987364796414e-10 2.9788094790174574e-11 2.9280285596537454e-10 1.9974350265932728e-10 6.148138655755178e-11 3.6218437803539327e-11 6.248867821576295e-11 1.1341446033178588e-10 2.0294897389339172e-10 1.7846451732288237e-10 -1.9573366077571253e-10 -7.979927131498542e-10 -9.135753390076455e-10 1.9923265530926355e-10 2.2763808313360883e-9 3.935138490835767e-9 4.104147616711136e-9 2.972203617012692e-9 1.0019878193716353e-9 5.043381209583782e-10 5.180627811565091e-9 5.135770981473768e-9 -1.4369254219974378e-8 -2.4434943066660363e-8 1.3954419960100206e-8 5.493672010827801e-8 3.808698362224652e-8 4.07571999363085e-9 9.61672840306295e-9 7.124812861766318e-8 2.011161215807825e-7
-2.220415501657291 2.178915479645203e-7 3.1550685410340665e-7 1.9347931925032934e-7 -3.309839099037586e-8 -6.981925919370027e-8 5.668773883825594e-8 8.90406786081225e-8 3.3587352650266164e-9 -3.953962713791207e-8 -1.1225367546232118e-8 9.232256786949762e-9 2.8587082161032695e-9 -2.6916782279712863e-9 -6.855474662295919e-10 1.7809027761105247e-9 2.804419781973684e-9 2.676608531982927e-9 1.3967342625646523e-9 -1.309818958234069e-10 -8.238131675837975e-10 -5.337393118235259e-10 5.995402369678284e-11 3.1820145700240374e-10 2.1031432539488256e-10 6.387855001988269e-11 3.948886578569227e-11 6.740397813171421e-11 1.2059445405899576e-10 2.1980402648104724e-10 2.0885601276178277e-10 -1.642173971787995e-10 -7.871040634093171e-10 -9.272778348587669e-10 1.8936897827854581e-10 2.2994600271753893e-9 3.972267816867862e-9 4.1065366468193734e-9 2.9207677433082016e-9 8.459490605475433e-10 2.7263267573046887e-10 5.385990625749539e-9 5.800794023852836e-9 -1.5050774777104863e-8 -2.6921865882736555e-8 1.3451087342926227e-8 5.855396993492615e-8 4.2236433983859696e-8 6.117047536068783e-9 1.1883283876767857e-8 7.858459636637571e-8 2.1789154792771866e-7
-2.2181794336797913 2.36000582997475e-7 3.3881708949481054e-7 2.0690167872429407e-7 -3.390169169895754e-8 -7.105171124492787e-8 6.284064597596008e-8 9.404611621039257e-8 1.6125408890952918e-9 -4.248416687814849e-8 -1.1158064156811759e-8 1.0250079793611193e-8 2.947941997329437e-9 -2.9658113541916754e-9 -7.739850425067272e-10 1.7794400661950998e-9 2.8175908295722977e-9 2.710220836146444e-9 1.4227192473293957e-9 -1.2657009924566752e-10 -8.224201478902571e-10 -5.159179793144874e-10 9.084933807733447e-11 3.4340020111613826e-10 2.2000833205322338e-10 6.539323792280753e-11 4.2192330404838515e-11 7.174817029903858e-11 1.2696702953146087e-10 2.360601331870356e-10 2.3960187596979225e-10 -1.31125337385494e-10 -7.740146189162267e-10 -9.390283173834044e-10 1.810895621643744e-10 2.3240976034636686e-9 4.010026910118151e-9 4.107409945002331e-9 2.867697842056457e-9 6.84112501376537e-10 2.1407579787843355e-11 5.596880981337032e-9 6.5404386381480174e-9 -1.5715836083390493e-8 -2.9588319492608702e-8 1.2795275812876034e-8 6.233858563544006e-8 4.6739036714606265e-8 8.446773857089491e-9 1.4465794147329735e-8 8.662145062088861e-8 2.3600058296052905e-7
-2.2159433657022913 2.5554392411964284e-7 3.637854661124522e-7 2.212669995974487e-7 -3.4562901153642196e-8 -7.208412222580156e-8 6.948011379247399e-8 9.922452626249634e-8 -3.7242236774405017e-10 -4.5580072135818224e-8 -1.1007658319758462e-8 1.1346961096976354e-8 3.0274118719841476e-9 -3.257031452263101e-9 -8.599859653542985e-10 1.7801734467624735e-9 2.8299502973699137e-9 2.7442784254354666e-9 1.4501374905068052e-9 -1.205466606714288e-10 -8.194507581994647e-10 -4.968123616467145e-10 1.2234752171646728e-10 3.68259086631713e-10 2.2870779592442123e-10 6.594889240497306e-11 4.42814436586806e-11 7.546401108508479e-11 1.3243302730545766e-10 2.515759317546497e-10 2.705505001563288e-10 -9.656597593194715e-11 -7.587543049041557e-10 -9.487934048526743e-10 1.7445597279119682e-10 2.350374077577411e-9 4.048486711959167e-9 4.106797427145441e-9 2.8132810042222607e-9 5.168596934162649e-10 -2.505723865295023e-10 5.812236760603104e-9 7.360407940366949e-9 -1.6357312180732733e-8 -3.2442283257096305e-8 1.1970286992495977e-8 6.629190205427886e-8 5.161822198413714e-8 1.1093917142400807e-8 1.7398987435658266e-8 9.542075382878396e-8 2.555439240827153e-7
